dish_name,description,flavor,similar_japanese_dish,ingredients,img_path,category,region,allergy,,,descript_vietnamese
Sinh Tố Dâu Tây|Sinh To Dau Tay,"Sinh tố dâu tây là món đồ uống ngon miệng, được làm từ dâu tây tươi, sữa đặc và đá. Món sinh tố này có hương vị ngọt ngào, chua nhẹ của dâu tây, rất thích hợp trong những ngày hè nóng nực. Sinh tố dâu tây cung cấp vitamin C và dưỡng chất tốt cho sức khỏe.|レモングラス揚げ豆腐は、柔らかい豆腐をカリカリに揚げ、レモングラスとスパイスを加えて豊かな風味に仕上げたおいしいおやつです。この料理は豆腐のサクサクした味とレモングラスの強い香りが特徴で、ご飯と一緒に食べるのにも、おやつとしても最適です。レモングラス揚げ豆腐はベジタリアン料理が好きな人に最適です。","Chua ngọt, mát|酸味と甘み、爽やか",Ichigo Milk|いちごミルク,"Dâu tây, sữa, đá|イチゴ、ミルク、氷",https://cdn.tgdd.vn/Files/2019/03/29/1157565/tu-lam-sinh-to-dau-tai-nha-don-gian-thom-ngon-beo-min-202201251157369827.jpg,Đồ Uống|飲み物,Hokkaido|北海道,Sữa|牛乳,,,
Đậu Hũ Chiên Sả|Dau Hu Chien Sa,"Đậu hũ chiên sả là món ăn vặt ngon miệng, với đậu hũ mềm được chiên giòn, kết hợp với sả và gia vị tạo nên hương vị đậm đà. Món ăn này có vị giòn tan của đậu hũ, thơm nồng của sả, rất thích hợp để ăn kèm với cơm hoặc làm món ăn nhẹ. Đậu hũ chiên sả là lựa chọn tuyệt vời cho những ai yêu thích các món ăn chay.|キノコの胡椒煮は、新鮮なキノコを胡椒や醤油などのスパイスで煮込んだ濃厚な一品です。この料理は、コショウのマイルドな辛味とキノコの甘みが合わさって、美味しく魅力的な味わいを生み出しています。","Mặn, thơm|塩味が香りを引き立てる",Agedashi Tofu|揚げ出し豆腐,"Đậu hũ, sả, muối, tiêu|豆腐、レモングラス、塩、胡椒",https://cdn.tgdd.vn/2021/06/CookRecipe/GalleryStep/thanh-pham-1131.jpg,"Món Chay, Khai Vị|ベジタリアン料理、前菜",Chubu|中部,Đậu nành|大豆,,,
Nấm Kho Tiêu|Nam Kho Tieu,"Nấm kho tiêu là món ăn đậm đà, với nấm tươi được kho với gia vị như tiêu, nước tương, và các loại gia vị khác. Món ăn này có vị cay nhẹ từ tiêu, kết hợp với độ ngọt của nấm, tạo nên hương vị thơm ngon, hấp dẫn.|ベジタリアン春雨は、新鮮な春雨に生野菜、豆腐、キノコ、甘い野菜スープを組み合わせた軽い料理です。この料理は軽くて栄養のある食事を求めている人に適しています。","Mặn, cay nhẹ|塩味、ほんのり辛い",Kinoko no Tsukudani|きのこの佃煮,"Nấm rơm, nước tương, tiêu, dầu ăn|マッシュルーム、醤油、胡椒、食用油",https://static-images.vnncdn.net/files/publish/2023/3/24/nam-rom-1-470.jpg,Món Chay|ベジタリアン料理,Kansai|関西,Không|ない,,,"Nấm kho tiêu là món ăn đậm đà, với nấm tươi được kho với gia vị như tiêu, nước tương, và các loại gia vị khác. Món ăn này có vị cay nhẹ từ tiêu, kết hợp với độ ngọt của nấm, tạo nên hương vị thơm ngon, hấp dẫn."
Bún Chay|Bun Chay,"Bún chay là món ăn thanh đạm, với bún tươi được kết hợp cùng các loại rau sống, đậu hũ, nấm, và nước dùng ngọt thanh từ rau củ. Món ăn này thích hợp cho những ai đang tìm kiếm một bữa ăn nhẹ nhàng và bổ dưỡng.|ベジタリアン春巻きは、キノコ、豆腐、野菜などのベジタリアン食材をライスペーパーで巻いて揚げた、ベトナム料理の人気料理です。この料理は、サクサクした皮と甘いフィリングが特徴で、食べやすく魅力的です。",Ngọt thanh|爽やかな甘み,Kenchin Udon|けんちんうどん,"Bún, đậu hũ, rau củ, rau thơm|米麺、豆腐、野菜、ハーブ",https://cdn.tgdd.vn/Files/2021/09/06/1380674/cach-lam-bun-chay-nam-sa-te-dau-hu-ca-chua-ngon-de-lam-tai-nha-202202141004370100.jpg,Món Chay|ベジタリアン料理,Tohoku|東北,Đậu nành|大豆,,,"Bún chay là món ăn thanh đạm, với bún tươi được kết hợp cùng các loại rau sống, đậu hũ, nấm, và nước dùng ngọt thanh từ rau củ. Món ăn này thích hợp cho những ai đang tìm kiếm một bữa ăn nhẹ nhàng và bổ dưỡng."
Chả Giò Chay|Cha Gio Chay,"Chả giò chay là món ăn phổ biến trong ẩm thực Việt, được làm từ các nguyên liệu chay như nấm, đậu hũ, rau củ, và được cuốn trong bánh tráng rồi chiên giòn. Món ăn này có vỏ giòn tan, nhân bên trong ngọt thanh, dễ ăn và hấp dẫn.|ベジタリアン春巻きは、生野菜、春雨、豆腐、ベジタリアンスパイスをライスペーパーで巻いた、軽くてさっぱりとした料理です。この料理は濃厚なディップソースと一緒に提供されることが多く、新鮮な食材の完璧な組み合わせを生み出します。","Giòn, bùi, thanh|サクサクして香ばしく、爽やか",Harumaki|春巻き,"Bánh tráng, miến, cà rốt, nấm mèo|ライスペーパー、春雨、ニンジン、木耳",https://cdn.tgdd.vn/2021/02/CookRecipe/GalleryStep/thanh-pham-142.jpg,"Món Chay, Khai Vị|ベジタリアン料理、前菜",Kanto|関東,Gluten|グルテン,,,"Chả giò chay là món ăn phổ biến trong ẩm thực Việt, được làm từ các nguyên liệu chay như nấm, đậu hũ, rau củ, và được cuốn trong bánh tráng rồi chiên giòn. Món ăn này có vỏ giòn tan, nhân bên trong ngọt thanh, dễ ăn và hấp dẫn."
Gỏi Cuốn Chay|Goi Cuon Chay,"Gỏi cuốn chay là món ăn nhẹ và mát, bao gồm các loại rau sống, bún, đậu hũ, và các loại gia vị chay, được cuốn trong bánh tráng. Món này thường được ăn kèm với nước chấm đậm đà, tạo nên sự kết hợp hoàn hảo giữa các nguyên liệu tươi ngon.|ベジタリアンゴーヤスープは、ゴーヤを野菜や豆腐と一緒に煮込んださわやかなスープです。このスープはゴーヤ特有の苦味と他の食材の自然な甘みが混ざり合い、爽やかで心地よい味わいになっています。","Thanh mát, bùi|爽やかで香ばしい",Nama Harumaki|生春巻き,"Bánh tráng, bún, rau sống, đậu phộng|ライスペーパー、米麺、生野菜、ピーナッツ",https://nhahangmocnhien.vn/wp-content/uploads/2022/04/goi-cuon-chay-ngu-sac.jpg.webp,"Món Chay, Khai Vị|ベジタリアン料理、前菜",Shikoku|四国,Đậu nành|大豆,,,"Gỏi cuốn chay là món ăn nhẹ và mát, bao gồm các loại rau sống, bún, đậu hũ, và các loại gia vị chay, được cuốn trong bánh tráng. Món này thường được ăn kèm với nước chấm đậm đà, tạo nên sự kết hợp hoàn hảo giữa các nguyên liệu tươi ngon."
Canh Khổ Qua Chay|Canh Kho Qua Chay,"Canh khổ qua chay là món canh thanh mát, với khổ qua (mướp đắng) được nấu cùng các loại rau củ và đậu hũ. Món canh này có vị đắng đặc trưng của khổ qua, hòa quyện với vị ngọt tự nhiên từ các nguyên liệu khác, mang lại sự tươi mát, dễ chịu.|ベジタリアンカレーは、ジャガイモ、ニンジン、豆腐などの野菜をココナッツミルクとカレースパイスで煮込んだ濃厚で美味しい料理です。この料理は、マイルドなスパイシーな味わいで、ココナッツミルクがたっぷり入っており、カレーが好きだけどベジタリアンになりたい人に最適です。","Đắng nhẹ, thanh|ほろ苦く爽やか",Miso Shiru|味噌汁,"Khổ qua, đậu hũ, nấm, rau củ|ゴーヤ、豆腐、キノコ、野菜",https://cdn.tgdd.vn/Files/2020/06/09/1261737/cach-lam-canh-kho-qua-ham-chay-don-gian-thanh-dam-it-dang-202201171112133305.jpg,Món Chay|ベジタリアン料理,Kyushu|九州,Đậu nành|大豆,,,
Cà Ri Chay|Ca Ri Chay,"Cà ri chay là món ăn đậm đà và thơm ngon, với các loại rau củ như khoai tây, cà rốt, đậu hũ được nấu trong nước cốt dừa và gia vị cà ri. Món ăn này có vị cay nhẹ, béo ngậy từ nước cốt dừa, là lựa chọn tuyệt vời cho những ai yêu thích món cà ri nhưng muốn ăn chay.|トマト豆腐は美味しくて簡単に作れるベジタリアン料理です。柔らかい豆腐を黄金色になるまで炒め、フレッシュなトマトソースと合わせることで、独特の甘酸っぱい風味を生み出します。この料理は、軽やかでありながら濃厚な豆腐とトマトの完璧な組み合わせを提供します。栄養価が高く、食べやすいので、ベジタリアンの食事に最適です。","Béo, cay nhẹ|濃厚でほんのり辛い",Yasai Kare Raisu|野菜カレーライス,"Khoai tây, cà rốt, nước cốt dừa, bột cà ri|ジャガイモ、ニンジン、ココナッツミルク、カレーパウダー",https://cdn.tgdd.vn/2021/07/CookRecipe/GalleryStep/thanh-pham-282.jpg,Món Chay|ベジタリアン料理,Kansai|関西,Không có|ない,,,
Đậu Hũ Sốt Cà Chua|Dau Hu Sot Ca Chua,"Đậu hũ sốt cà chua là món ăn chay ngon miệng và dễ làm. Đậu hũ mềm mịn được xào vàng, sau đó kết hợp với sốt cà chua tươi ngon, tạo nên hương vị chua ngọt đặc trưng. Món ăn mang đến sự kết hợp hoàn hảo giữa đậu hũ và cà chua, vừa thanh nhẹ vừa đậm đà. Đây là lựa chọn lý tưởng cho bữa ăn chay, bổ dưỡng và dễ ăn.|蒸し野菜はシンプルですが栄養価が高く、ベジタリアンの方にも適した料理です。ニンジン、サツマイモ、ブロッコリー、インゲンなどの野菜は、自然な風味を保ちながら柔らかくなるまで蒸されます。この料理は油や脂肪を使わないので、ビタミンやミネラルを保つことができます。軽くて味気ないけれど栄養のある食事に最適です。","Chua ngọt, béo nhẹ|甘酸っぱくてほんのり濃厚",Mapo Tofu (chay)|麻婆豆腐（菜食）,"Đậu hũ, cà chua, hành lá, dầu ăn|豆腐、トマト、青ねぎ、食用油",https://cdn.tgdd.vn/2021/05/CookProduct/BeFunky-collage(43)-1200x676.jpg,"Món Chay, Khai Vị|ベジタリアン料理、前菜",Kanto|関東,Đậu nành|大豆,,,"Đậu hũ sốt cà chua là món ăn chay ngon miệng và dễ làm. Đậu hũ mềm mịn được xào vàng, sau đó kết hợp với sốt cà chua tươi ngon, tạo nên hương vị chua ngọt đặc trưng. Món ăn mang đến sự kết hợp hoàn hảo giữa đậu hũ và cà chua, vừa thanh nhẹ vừa đậm đà. Đây là lựa chọn lý tưởng cho bữa ăn chay, bổ dưỡng và dễ ăn."
Rau Củ Hấp Chay|Rau Cu Hap Chay,"Rau củ hấp chay là món ăn đơn giản nhưng đầy đủ dưỡng chất, thích hợp cho những ai theo chế độ ăn chay. Các loại rau như cà rốt, khoai lang, bông cải, và đậu que được hấp mềm, giữ nguyên hương vị tự nhiên. Món ăn không sử dụng dầu mỡ, giúp bảo toàn vitamin và khoáng chất. Đây là lựa chọn lý tưởng cho bữa ăn thanh đạm, nhẹ nhàng nhưng vẫn bổ dưỡng.|ベジタリアン焼きそばは軽い料理なので、ベジタリアン料理が好きな人に適しています。柔らかくて噛みごたえのある麺を、ケール、ニンジン、ブロッコリー、マッシュルームなどの新鮮な野菜と一緒に炒めたものです。豊かなスパイスが調和して、美味しく魅力的な風味をもたらします。この料理は美味しいだけでなく栄養も豊富なので、軽食に最適です。","Ngọt thanh, tự nhiên|爽やかで自然な甘み",Yasai Mushi|野菜蒸し,"Bông cải, cà rốt, khoai lang, bí đỏ|ブロッコリー、ニンジン、サツマイモ、かぼちゃ",https://cdn.tgdd.vn/2021/02/CookProduct/Untitled-1-1200x676-2.jpg,Món Chay|ベジタリアン料理,Hokkaido|北海道,Không có|ない,,,"Rau củ hấp chay là món ăn đơn giản nhưng đầy đủ dưỡng chất, thích hợp cho những ai theo chế độ ăn chay. Các loại rau như cà rốt, khoai lang, bông cải, và đậu que được hấp mềm, giữ nguyên hương vị tự nhiên. Món ăn không sử dụng dầu mỡ, giúp bảo toàn vitamin và khoáng chất. Đây là lựa chọn lý tưởng cho bữa ăn thanh đạm, nhẹ nhàng nhưng vẫn bổ dưỡng."
Mì Xào Chay|Mi Xao Chay,"Mì xào chay là món ăn thanh đạm, phù hợp cho những ai yêu thích ẩm thực chay. Sợi mì mềm dai được xào cùng các loại rau củ tươi ngon như cải xanh, cà rốt, bông cải, và nấm. Gia vị đậm đà kết hợp hài hòa, mang lại hương vị thơm ngon và hấp dẫn. Món ăn không chỉ ngon miệng mà còn giàu dinh dưỡng, lý tưởng cho bữa ăn nhẹ nhàng.|ベジタリアン焼きそばは軽い料理なので、ベジタリアン料理が好きな人に適しています。柔らかくて噛みごたえのある麺を、ケール、ニンジン、ブロッコリー、マッシュルームなどの新鮮な野菜と一緒に炒めたものです。豊かなスパイスが調和して、美味しく魅力的な風味をもたらします。この料理は美味しいだけでなく栄養も豊富なので、軽食に最適です。","Mặn ngọt, giòn|塩味と甘味が調和しサクサク",Yakisoba Yasai|焼きそば野菜,"Mì, cải xanh, cà rốt, nấm, đậu hũ|麺、青菜、ニンジン、キノコ、豆腐",https://img-global.cpcdn.com/recipes/41fea80bdf39b5d4/1200x630cq70/photo.jpg,Món Chay|ベジタリアン料理,Kansai|関西,"Gluten, đậu nành|グルテン、大豆  ",,,"Mì xào chay là món ăn thanh đạm, phù hợp cho những ai yêu thích ẩm thực chay. Sợi mì mềm dai được xào cùng các loại rau củ tươi ngon như cải xanh, cà rốt, bông cải, và nấm. Gia vị đậm đà kết hợp hài hòa, mang lại hương vị thơm ngon và hấp dẫn. Món ăn không chỉ ngon miệng mà còn giàu dinh dưỡng, lý tưởng cho bữa ăn nhẹ nhàng."
